,Add,Temp,val,Day,,
483,Cellulose- 90,-2,96.22996949,2,,
484,Cellulose- 90,-2,209.8220864,3,,
485,Cellulose- 90,-2,209.8220864,3,,
486,Cellulose- 90,-2,209.8220864,3,,
487,Cellulose- 90,-2,314.2061193,4,,
488,Cellulose- 90,-2,314.2061193,4,,
489,Cellulose- 90,-2,314.2061193,4,,
490,Cellulose- 90,-2,420.4087015,5,,
491,Cellulose- 90,-2,420.4087015,5,,
492,Cellulose- 90,-2,420.4087015,5,,
493,Cellulose- 90,-2,483.0348056,6,,
494,Cellulose- 90,-2,483.0348056,6,,
495,Cellulose- 90,-2,483.0348056,6,,
496,Cellulose- 90,-2,567.0607401,7,,
497,Cellulose- 90,-2,567.0607401,7,,
498,Cellulose- 90,-2,567.0607401,7,,
499,Cellulose- 90,-2,633.6031971,8,,
500,Cellulose- 90,-2,633.6031971,8,,
501,Cellulose- 90,-2,633.6031971,8,,
502,Cellulose- 90,-2,703.4763056,9,,
503,Cellulose- 90,-2,703.4763056,9,,
504,Cellulose- 90,-2,703.4763056,9,,
505,Cellulose- 90,-2,771.2788449,10,,
506,Cellulose- 90,-2,771.2788449,10,,
507,Cellulose- 90,-2,771.2788449,10,,
508,Cellulose- 90,2,0,1,,
509,Cellulose- 90,2,0,1,,
510,Cellulose- 90,2,0,1,,
511,Cellulose- 90,2,0,1,,
512,Cellulose- 90,2,929.9249279,2,,
513,Cellulose- 90,2,929.9249279,2,,
514,Cellulose- 90,2,929.9249279,2,,
515,Cellulose- 90,2,929.9249279,2,,
516,Cellulose- 90,2,2214.700782,3,,
517,Cellulose- 90,2,2214.700782,3,,
518,Cellulose- 90,2,2214.700782,3,,
519,Cellulose- 90,2,2214.700782,3,,
520,Cellulose- 90,2,4575.71608,4,,
521,Cellulose- 90,2,4575.71608,4,,
522,Cellulose- 90,2,4575.71608,4,,
523,Cellulose- 90,2,4575.71608,4,,
524,Cellulose- 90,2,7397.588192,5,,
525,Cellulose- 90,2,7397.588192,5,,
526,Cellulose- 90,2,7397.588192,5,,
527,Cellulose- 90,2,7397.588192,5,,
528,Cellulose- 90,2,8827.135424,6,,
529,Cellulose- 90,2,8827.135424,6,,
530,Cellulose- 90,2,8827.135424,6,,
531,Cellulose- 90,2,8827.135424,6,,
532,Cellulose- 90,2,9261.799654,7,,
533,Cellulose- 90,2,9261.799654,7,,
534,Cellulose- 90,2,9261.799654,7,,
535,Cellulose- 90,2,9261.799654,7,,
536,Cellulose- 90,2,9710.026049,8,,
537,Cellulose- 90,2,9710.026049,8,,
538,Cellulose- 90,2,9710.026049,8,,
539,Cellulose- 90,2,9710.026049,8,,
540,Cellulose- 90,2,10160.6842,9,,
541,Cellulose- 90,2,10160.6842,9,,
542,Cellulose- 90,2,10160.6842,9,,
543,Cellulose- 90,2,10160.6842,9,,
544,Cellulose- 90,6,0,1,,
545,Cellulose- 90,6,0,1,,
546,Cellulose- 90,6,0,1,,
547,Cellulose- 90,6,0,1,,
548,Cellulose- 90,6,2508.933001,2,,
549,Cellulose- 90,6,2508.933001,2,,
550,Cellulose- 90,6,2508.933001,2,,
551,Cellulose- 90,6,2508.933001,2,,
552,Cellulose- 90,6,4751.477099,3,,
553,Cellulose- 90,6,4751.477099,3,,
554,Cellulose- 90,6,4751.477099,3,,
555,Cellulose- 90,6,4751.477099,3,,
556,Cellulose- 90,6,7494.950763,4,,
557,Cellulose- 90,6,7494.950763,4,,
558,Cellulose- 90,6,7494.950763,4,,
559,Cellulose- 90,6,7494.950763,4,,
560,Cellulose- 90,6,9822.775403,5,,
561,Cellulose- 90,6,9822.775403,5,,
562,Cellulose- 90,6,9822.775403,5,,
563,Cellulose- 90,6,9822.775403,5,,
564,Cellulose- 90,6,11219.93647,6,,
565,Cellulose- 90,6,11219.93647,6,,
566,Cellulose- 90,6,11219.93647,6,,
567,Cellulose- 90,6,11219.93647,6,,
568,Cellulose- 90,6,12209.30968,7,,
569,Cellulose- 90,6,12209.30968,7,,
570,Cellulose- 90,6,12209.30968,7,,
571,Cellulose- 90,6,12209.30968,7,,
572,Cellulose- 90,6,12763.70952,8,,
573,Cellulose- 90,6,12763.70952,8,,
574,Cellulose- 90,6,12763.70952,8,,
575,Cellulose- 90,6,12763.70952,8,,
576,Cellulose- 90,6,13015.05136,9,,
577,Cellulose- 90,6,13015.05136,9,,
578,Cellulose- 90,6,13015.05136,9,,
579,Cellulose- 90,6,13015.05136,9,,
580,Cellulose- 90,10,0,1,,
581,Cellulose- 90,10,0,1,,
582,Cellulose- 90,10,0,1,,
583,Cellulose- 90,10,4670.504887,2,,
584,Cellulose- 90,10,4670.504887,2,,
585,Cellulose- 90,10,4670.504887,2,,
586,Cellulose- 90,10,8652.667554,3,,
587,Cellulose- 90,10,8652.667554,3,,
588,Cellulose- 90,10,8652.667554,3,,
589,Cellulose- 90,10,12401.12455,4,,
590,Cellulose- 90,10,12401.12455,4,,
591,Cellulose- 90,10,12401.12455,4,,
592,Cellulose- 90,10,16210.99162,5,,
593,Cellulose- 90,10,16210.99162,5,,
594,Cellulose- 90,10,16210.99162,5,,
595,Cellulose- 90,10,18320.01798,6,,
596,Cellulose- 90,10,18320.01798,6,,
597,Cellulose- 90,10,18320.01798,6,,
598,Cellulose- 90,10,19794.35429,7,,
599,Cellulose- 90,10,19794.35429,7,,
600,Cellulose- 90,10,19794.35429,7,,
601,Cellulose- 90,10,20622.24997,8,,
602,Cellulose- 90,10,20622.24997,8,,
603,Cellulose- 90,10,20622.24997,8,,
604,Coloidal cellulose,-6,0,1,,
605,Coloidal cellulose,-6,0,1,,
606,Coloidal cellulose,-6,0,1,,
607,Coloidal cellulose,-6,0,1,,
608,Coloidal cellulose,-6,90.68554163,2,,
609,Coloidal cellulose,-6,90.68554163,2,,
610,Coloidal cellulose,-6,90.68554163,2,,
611,Coloidal cellulose,-6,90.68554163,2,,
612,Coloidal cellulose,-6,152.0973354,3,,
613,Coloidal cellulose,-6,152.0973354,3,,
614,Coloidal cellulose,-6,152.0973354,3,,
615,Coloidal cellulose,-6,152.0973354,3,,
616,Coloidal cellulose,-6,225.8473564,4,,
617,Coloidal cellulose,-6,225.8473564,4,,
618,Coloidal cellulose,-6,225.8473564,4,,
619,Coloidal cellulose,-6,225.8473564,4,,
620,Coloidal cellulose,-6,290.9885153,5,,
621,Coloidal cellulose,-6,290.9885153,5,,
622,Coloidal cellulose,-6,290.9885153,5,,
623,Coloidal cellulose,-6,290.9885153,5,,
624,Coloidal cellulose,-6,323.0075137,6,,
625,Coloidal cellulose,-6,323.0075137,6,,
626,Coloidal cellulose,-6,323.0075137,6,,
627,Coloidal cellulose,-6,323.0075137,6,,
628,Coloidal cellulose,-6,355.1450297,7,,
629,Coloidal cellulose,-6,355.1450297,7,,
630,Coloidal cellulose,-6,355.1450297,7,,
631,Coloidal cellulose,-6,355.1450297,7,,
632,Coloidal cellulose,-6,391.180901,8,,
633,Coloidal cellulose,-6,391.180901,8,,
634,Coloidal cellulose,-6,391.180901,8,,
635,Coloidal cellulose,-6,391.180901,8,,
636,Coloidal cellulose,-6,440.3087797,9,,
637,Coloidal cellulose,-6,440.3087797,9,,
638,Coloidal cellulose,-6,440.3087797,9,,
639,Coloidal cellulose,-6,440.3087797,9,,
640,Coloidal cellulose,-6,466.2839064,10,,
641,Coloidal cellulose,-6,466.2839064,10,,
642,Coloidal cellulose,-6,466.2839064,10,,
643,Coloidal cellulose,-6,466.2839064,10,,
644,Coloidal cellulose,-6,485.6553117,11,,
645,Coloidal cellulose,-6,485.6553117,11,,
646,Coloidal cellulose,-6,485.6553117,11,,
647,Coloidal cellulose,-6,485.6553117,11,,
648,Coloidal cellulose,-2,0,1,,
649,Coloidal cellulose,-2,0,1,,
650,Coloidal cellulose,-2,0,1,,
651,Coloidal cellulose,-2,0,1,,
652,Coloidal cellulose,-2,83.52549565,2,,
653,Coloidal cellulose,-2,83.52549565,2,,
654,Coloidal cellulose,-2,83.52549565,2,,
655,Coloidal cellulose,-2,83.52549565,2,,
656,Coloidal cellulose,-2,178.6423846,3,,
657,Coloidal cellulose,-2,178.6423846,3,,
658,Coloidal cellulose,-2,178.6423846,3,,
659,Coloidal cellulose,-2,178.6423846,3,,
660,Coloidal cellulose,-2,310.8925042,4,,
661,Coloidal cellulose,-2,310.8925042,4,,
662,Coloidal cellulose,-2,310.8925042,4,,
663,Coloidal cellulose,-2,310.8925042,4,,
664,Coloidal cellulose,-2,462.6398702,5,,
665,Coloidal cellulose,-2,462.6398702,5,,
666,Coloidal cellulose,-2,462.6398702,5,,
667,Coloidal cellulose,-2,462.6398702,5,,
668,Coloidal cellulose,-2,554.0582099,6,,
669,Coloidal cellulose,-2,554.0582099,6,,
670,Coloidal cellulose,-2,554.0582099,6,,
671,Coloidal cellulose,-2,554.0582099,6,,
672,Coloidal cellulose,-2,654.798663,7,,
673,Coloidal cellulose,-2,654.798663,7,,
674,Coloidal cellulose,-2,654.798663,7,,
675,Coloidal cellulose,-2,654.798663,7,,
676,Coloidal cellulose,-2,749.4363593,8,,
677,Coloidal cellulose,-2,749.4363593,8,,
678,Coloidal cellulose,-2,749.4363593,8,,
679,Coloidal cellulose,-2,749.4363593,8,,
680,Coloidal cellulose,-2,833.2857166,9,,
681,Coloidal cellulose,-2,833.2857166,9,,
682,Coloidal cellulose,-2,833.2857166,9,,
683,Coloidal cellulose,-2,833.2857166,9,,
684,Coloidal cellulose,-2,913.9195118,10,,
685,Coloidal cellulose,-2,913.9195118,10,,
686,Coloidal cellulose,-2,913.9195118,10,,
687,Coloidal cellulose,-2,913.9195118,10,,
688,Coloidal cellulose,2,0,1,,
689,Coloidal cellulose,2,0,1,,
690,Coloidal cellulose,2,0,1,,
691,Coloidal cellulose,2,0,1,,
692,Coloidal cellulose,2,1678.714539,2,,
693,Coloidal cellulose,2,1678.714539,2,,
694,Coloidal cellulose,2,1678.714539,2,,
695,Coloidal cellulose,2,1678.714539,2,,
696,Coloidal cellulose,2,3152.523157,3,,
697,Coloidal cellulose,2,3152.523157,3,,
698,Coloidal cellulose,2,3152.523157,3,,
699,Coloidal cellulose,2,3152.523157,3,,
700,Coloidal cellulose,2,5757.413582,4,,
701,Coloidal cellulose,2,5757.413582,4,,
702,Coloidal cellulose,2,5757.413582,4,,
703,Coloidal cellulose,2,5757.413582,4,,
704,Coloidal cellulose,2,9334.004588,5,,
705,Coloidal cellulose,2,9334.004588,5,,
706,Coloidal cellulose,2,9334.004588,5,,
707,Coloidal cellulose,2,9334.004588,5,,
708,Coloidal cellulose,2,10999.90792,6,,
709,Coloidal cellulose,2,10999.90792,6,,
710,Coloidal cellulose,2,10999.90792,6,,
711,Coloidal cellulose,2,10999.90792,6,,
712,Coloidal cellulose,2,11641.22738,7,,
713,Coloidal cellulose,2,11641.22738,7,,
714,Coloidal cellulose,2,11641.22738,7,,
715,Coloidal cellulose,2,11641.22738,7,,
716,Coloidal cellulose,2,12107.90655,8,,
717,Coloidal cellulose,2,12107.90655,8,,
718,Coloidal cellulose,2,12107.90655,8,,
719,Coloidal cellulose,2,12107.90655,8,,
720,Coloidal cellulose,2,12827.80324,9,,
721,Coloidal cellulose,2,12827.80324,9,,
722,Coloidal cellulose,2,12827.80324,9,,
723,Coloidal cellulose,2,12827.80324,9,,
724,Coloidal cellulose,6,0,1,,
725,Coloidal cellulose,6,0,1,,
726,Coloidal cellulose,6,0,1,,
727,Coloidal cellulose,6,0,1,,
728,Coloidal cellulose,6,3088.743267,2,,
729,Coloidal cellulose,6,3088.743267,2,,
730,Coloidal cellulose,6,3088.743267,2,,
731,Coloidal cellulose,6,3088.743267,2,,
732,Coloidal cellulose,6,5880.12411,3,,
733,Coloidal cellulose,6,5880.12411,3,,
734,Coloidal cellulose,6,5880.12411,3,,
735,Coloidal cellulose,6,5880.12411,3,,
736,Coloidal cellulose,6,8963.629409,4,,
737,Coloidal cellulose,6,8963.629409,4,,
738,Coloidal cellulose,6,8963.629409,4,,
739,Coloidal cellulose,6,8963.629409,4,,
740,Coloidal cellulose,6,11271.34717,5,,
741,Coloidal cellulose,6,11271.34717,5,,
742,Coloidal cellulose,6,11271.34717,5,,
743,Coloidal cellulose,6,11271.34717,5,,
744,Coloidal cellulose,6,12765.46593,6,,
745,Coloidal cellulose,6,12765.46593,6,,
746,Coloidal cellulose,6,12765.46593,6,,
747,Coloidal cellulose,6,12765.46593,6,,
748,Coloidal cellulose,6,13984.56169,7,,
749,Coloidal cellulose,6,13984.56169,7,,
750,Coloidal cellulose,6,13984.56169,7,,
751,Coloidal cellulose,6,13984.56169,7,,
752,Coloidal cellulose,6,14555.82985,8,,
753,Coloidal cellulose,6,14555.82985,8,,
754,Coloidal cellulose,6,14555.82985,8,,
755,Coloidal cellulose,6,14555.82985,8,,
756,Coloidal cellulose,6,14782.17841,9,,
757,Coloidal cellulose,6,14782.17841,9,,
758,Coloidal cellulose,6,14782.17841,9,,
759,Coloidal cellulose,6,14782.17841,9,,
760,Coloidal cellulose,10,0,1,,
761,Coloidal cellulose,10,0,1,,
762,Coloidal cellulose,10,0,1,,
763,Coloidal cellulose,10,3986.078292,2,,
764,Coloidal cellulose,10,3986.078292,2,,
765,Coloidal cellulose,10,3986.078292,2,,
766,Coloidal cellulose,10,7485.988803,3,,
767,Coloidal cellulose,10,7485.988803,3,,
768,Coloidal cellulose,10,7485.988803,3,,
769,Coloidal cellulose,10,11190.93152,4,,
770,Coloidal cellulose,10,11190.93152,4,,
771,Coloidal cellulose,10,11190.93152,4,,
772,Coloidal cellulose,10,15160.50168,5,,
773,Coloidal cellulose,10,15160.50168,5,,
774,Coloidal cellulose,10,15160.50168,5,,
775,Coloidal cellulose,10,17836.62635,6,,
776,Coloidal cellulose,10,17836.62635,6,,
777,Coloidal cellulose,10,17836.62635,6,,
778,Coloidal cellulose,10,19713.22327,7,,
779,Coloidal cellulose,10,19713.22327,7,,
780,Coloidal cellulose,10,19713.22327,7,,
781,Coloidal cellulose,10,20518.90848,8,,
782,Coloidal cellulose,10,20518.90848,8,,
783,Coloidal cellulose,10,20518.90848,8,,
784,None,-6,0,1,,
785,None,-6,0,1,,
786,None,-6,0,1,,
787,None,-6,0,1,,
788,None,-6,69.21586382,2,,
789,None,-6,69.21586382,2,,
790,None,-6,69.21586382,2,,
791,None,-6,69.21586382,2,,
792,None,-6,109.7185848,3,,
793,None,-6,109.7185848,3,,
794,None,-6,109.7185848,3,,
795,None,-6,109.7185848,3,,
796,None,-6,168.813749,4,,
797,None,-6,168.813749,4,,
798,None,-6,168.813749,4,,
799,None,-6,168.813749,4,,
800,None,-6,236.5108333,5,,
801,None,-6,236.5108333,5,,
802,None,-6,236.5108333,5,,
803,None,-6,236.5108333,5,,
804,None,-6,272.2812927,6,,
805,None,-6,272.2812927,6,,
806,None,-6,272.2812927,6,,
807,None,-6,272.2812927,6,,
808,None,-6,308.3521569,7,,
809,None,-6,308.3521569,7,,
810,None,-6,308.3521569,7,,
811,None,-6,308.3521569,7,,
812,None,-6,341.8329084,8,,
813,None,-6,341.8329084,8,,
814,None,-6,341.8329084,8,,
815,None,-6,341.8329084,8,,
816,None,-6,382.6114376,9,,
817,None,-6,382.6114376,9,,
818,None,-6,382.6114376,9,,
819,None,-6,382.6114376,9,,
820,None,-6,418.588441,10,,
821,None,-6,418.588441,10,,
822,None,-6,418.588441,10,,
823,None,-6,418.588441,10,,
824,None,-6,446.4294894,11,,
825,None,-6,446.4294894,11,,
826,None,-6,446.4294894,11,,
827,None,-6,446.4294894,11,,
828,None,-2,0,1,,
829,None,-2,0,1,,
830,None,-2,0,1,,
831,None,-2,0,1,,
832,None,-2,139.6881091,2,,
833,None,-2,139.6881091,2,,
834,None,-2,139.6881091,2,,
835,None,-2,139.6881091,2,,
836,None,-2,227.0020545,3,,
837,None,-2,227.0020545,3,,
838,None,-2,227.0020545,3,,
839,None,-2,227.0020545,3,,
840,None,-2,300.9011637,4,,
841,None,-2,300.9011637,4,,
842,None,-2,300.9011637,4,,
843,None,-2,300.9011637,4,,
844,None,-2,387.5600985,5,,
845,None,-2,387.5600985,5,,
846,None,-2,387.5600985,5,,
847,None,-2,387.5600985,5,,
848,None,-2,424.731881,6,,
849,None,-2,424.731881,6,,
850,None,-2,424.731881,6,,
851,None,-2,424.731881,6,,
852,None,-2,470.3328241,7,,
853,None,-2,470.3328241,7,,
854,None,-2,470.3328241,7,,
855,None,-2,470.3328241,7,,
856,None,-2,520.2105029,8,,
857,None,-2,520.2105029,8,,
858,None,-2,520.2105029,8,,
859,None,-2,520.2105029,8,,
860,None,-2,574.6780611,9,,
861,None,-2,574.6780611,9,,
862,None,-2,574.6780611,9,,
863,None,-2,574.6780611,9,,
864,None,-2,597.8197127,10,,
865,None,-2,597.8197127,10,,
866,None,-2,597.8197127,10,,
867,None,-2,597.8197127,10,,
868,None,2,0,1,,
869,None,2,0,1,,
870,None,2,0,1,,
871,None,2,0,1,,
872,None,2,1208.58542,2,,
873,None,2,1208.58542,2,,
874,None,2,1208.58542,2,,
875,None,2,1208.58542,2,,
876,None,2,2484.192651,3,,
877,None,2,2484.192651,3,,
878,None,2,2484.192651,3,,
879,None,2,2484.192651,3,,
880,None,2,4201.764361,4,,
881,None,2,4201.764361,4,,
882,None,2,4201.764361,4,,
883,None,2,4201.764361,4,,
884,None,2,6354.482943,5,,
885,None,2,6354.482943,5,,
886,None,2,6354.482943,5,,
887,None,2,6354.482943,5,,
888,None,2,7337.238784,6,,
889,None,2,7337.238784,6,,
890,None,2,7337.238784,6,,
891,None,2,7337.238784,6,,
892,None,2,7667.864324,7,,
893,None,2,7667.864324,7,,
894,None,2,7667.864324,7,,
895,None,2,7667.864324,7,,
896,None,2,8009.241644,8,,
897,None,2,8009.241644,8,,
898,None,2,8009.241644,8,,
899,None,2,8009.241644,8,,
900,None,2,8317.221237,9,,
901,None,2,8317.221237,9,,
902,None,2,8317.221237,9,,
903,None,2,8317.221237,9,,
904,None,6,0,1,,
905,None,6,0,1,,
906,None,6,0,1,,
907,None,6,0,1,,
908,None,6,2946.531153,2,,
909,None,6,2946.531153,2,,
910,None,6,2946.531153,2,,
911,None,6,2946.531153,2,,
912,None,6,5883.358524,3,,
913,None,6,5883.358524,3,,
914,None,6,5883.358524,3,,
915,None,6,5883.358524,3,,
916,None,6,8418.705843,4,,
917,None,6,8418.705843,4,,
918,None,6,8418.705843,4,,
919,None,6,8418.705843,4,,
920,None,6,10503.39971,5,,
921,None,6,10503.39971,5,,
922,None,6,10503.39971,5,,
923,None,6,10503.39971,5,,
924,None,6,11466.06931,6,,
925,None,6,11466.06931,6,,
926,None,6,11466.06931,6,,
927,None,6,11466.06931,6,,
928,None,6,11978.23654,7,,
929,None,6,11978.23654,7,,
930,None,6,11978.23654,7,,
931,None,6,11978.23654,7,,
932,None,6,12465.57173,8,,
933,None,6,12465.57173,8,,
934,None,6,12465.57173,8,,
935,None,6,12465.57173,8,,
936,None,6,12704.99185,9,,
937,None,6,12704.99185,9,,
938,None,6,12704.99185,9,,
939,None,6,12704.99185,9,,
940,None,10,0,1,,
941,None,10,0,1,,
942,None,10,0,1,,
943,None,10,0,1,,
944,None,10,4537.572295,2,,
945,None,10,4537.572295,2,,
946,None,10,4537.572295,2,,
947,None,10,4537.572295,2,,
948,None,10,8127.205085,3,,
949,None,10,8127.205085,3,,
950,None,10,8127.205085,3,,
951,None,10,8127.205085,3,,
952,None,10,12066.61959,4,,
953,None,10,12066.61959,4,,
954,None,10,12066.61959,4,,
955,None,10,12066.61959,4,,
956,None,10,15890.76062,5,,
957,None,10,15890.76062,5,,
958,None,10,15890.76062,5,,
959,None,10,15890.76062,5,,
960,None,10,17802.10995,6,,
961,None,10,17802.10995,6,,
962,None,10,17802.10995,6,,
963,None,10,17802.10995,6,,
964,None,10,18727.30743,7,,
965,None,10,18727.30743,7,,
966,None,10,18727.30743,7,,
967,None,10,18727.30743,7,,
968,None,10,19425.22822,8,,
969,None,10,19425.22822,8,,
970,None,10,19425.22822,8,,
971,None,10,19425.22822,8,,
